TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
SWOD-AFXQQ6,The Whole Bowl Health Bar,15345 56 Ave,Surrey,Restaurant,49.10525524,-122.7976834
GEDS-82CUR9,Thrifty Foods #9472 - Deli & Cheese Section,15745 Croydon Dr,Surrey,Restaurant,49.0480924,-122.7858793
GEDS-82CUW2,Thrifty Foods #9472 - Meat & Seafood Section,15745 Croydon Dr,Surrey,Restaurant,49.0480924,-122.7858793
SWOD-AHGN6F,Tim Horton's #106868,9900 King George Blvd,Surrey,Restaurant,49.18235922,-122.844907
NDAA-92QN5J,Tim Horton's (RCMP),14200 Green Timbers Way,Surrey,Restaurant,49.17966902,-122.8299145
NDAA-A6HSNT,Tim Hortons #1095,16033 108 Ave,Surrey,Restaurant,49.1989669,-122.7777544
A018381    ,Tim Hortons #1377,2360 King George Blvd,Surrey,Restaurant,49.04510073,-122.7924675
A018397    ,Tim Hortons #2172,12169 72 Ave,Surrey,Restaurant,49.13422021,-122.8858613
A018399    ,Tim Hortons #2173,3077 152 St,Surrey,Restaurant,49.05767913,-122.8021125
GEDS-6A5QDU,Tim Hortons #2530,7195 King George Blvd,Surrey,Restaurant,49.13306413,-122.8459607
GEDS-6A2PN7,Tim Hortons #2608,10320 152 St,Surrey,Restaurant,49.19010913,-122.8005972
SODN-65HTBW,Tim Hortons #2656,12110 Nordel Way,Surrey,Restaurant,49.16168908,-122.8869405
GEDS-6GTRF5,Tim Hortons #2783,8215 166 St,Surrey,Restaurant,49.15143096,-122.7619716
GEDS-6HLTS7,Tim Hortons #2816,10376 152 St,Surrey,Restaurant,49.19106581,-122.8005237
GEDS-6MVPBZ,Tim Hortons #2889,17888 56 Ave,Surrey,Restaurant,49.10394533,-122.7267465
GEDS-6VRPUD,Tim Hortons #2956,14445 64 Ave,Surrey,Restaurant,49.11930582,-122.8226847
GEDS-6WLREY,Tim Hortons #3016,17695 64 Ave,Surrey,Restaurant,49.11896956,-122.7328646
GEDS-76LQ6B,Tim Hortons #3077,18682 Fraser Hwy,Surrey,Restaurant,49.12458427,-122.704412
GEDS-775V2T,Tim Hortons #3083,7288 King George Blvd,Surrey,Restaurant,49.13492356,-122.845142
A018984    ,Tim Hortons #311,15551 Fraser Hwy,Surrey,Restaurant,49.16241879,-122.7912586
GEDS-7HQPTW,Tim Hortons #3225,2355 160 St,Surrey,Restaurant,49.04439297,-122.781432
GEDS-7HVTQV,Tim Hortons #3226,6422 120 St,Surrey,Restaurant,49.11967428,-122.8899621
GEDS-7M6PXX,Tim Hortons #3304,16141 24 Ave,Surrey,Restaurant,49.04581186,-122.7757568
GEDS-85SR8F,Tim Hortons #3676,19218 96 Ave,Surrey,Restaurant,49.1767759,-122.6900809
NDAA-9C5T5J,Tim Hortons #4373 Country Woods,3233 176 St,Surrey,Restaurant,49.06053523,-122.7358475
ACAK-9BEV2L,Tim Hortons #4457,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
SYOG-5M562C,Tim Hortons #446,1767 152 St,Surrey,Restaurant,49.03378679,-122.801643
NDAA-93UU5A,Tim Hortons #4510,2711 192 St,Surrey,Restaurant,49.05150946,-122.6918208
RORS-5Y9NE5,Tim Hortons #458,8080 120 St,Surrey,Restaurant,49.15013643,-122.8900135
ACAK-985T7J,Tim Hortons #5038,12467 88 Ave,Surrey,Restaurant,49.16356002,-122.8778743
SPLH-A9VMPY,Tim Hortons #6270,19171 Fraser Hwy,Surrey,Restaurant,49.11948505,-122.6915
HCAR-AUHPDL,Tim Hortons #7386,12941 115 Ave,Surrey,Restaurant,49.21147665,-122.8624346
A019531    ,Tim Hortons #87,9595 King George Blvd,Surrey,Restaurant,49.17662318,-122.8462154
SDFO-89RTBJ,Tim Hortons (Surrey Campus),12666 72 Ave,Surrey,Restaurant,49.13362169,-122.8713254
SDFO-8LHV7L,Timbergrove Kitchen,13922 101 Ave,Surrey,Restaurant,49.18577846,-122.8362586
GEDS-7XGU9Z,Time Out - Baskin Robbins,6351 152 St,Surrey,Restaurant,49.11798242,-122.8012761
GEDS-7XGUJU,Time Out - California Gourmet Pizza,6351 152 St,Surrey,Restaurant,49.11798242,-122.8012761
SPLH-A9UTKA,Crescent Harbour House Restaurant,12233 Beecher St,Surrey,Restaurant,49.05269948,-122.8830464
SYOG-5M59J9,CRESST South Fraser,13525 98 Ave,Surrey,Restaurant,49.1806863,-122.8476178
HCAR-B52TJM,Crispy Falafel,9627 128 St,Surrey,Restaurant,49.17775768,-122.8682156
MARO-AWVUPN,Crispy Falafel,16050 24 Ave,Surrey,Restaurant,49.04470344,-122.7776793
SPLH-987TB4,Crispy Falafel (Surrey),2408 King George Blvd,Surrey,Restaurant,49.04586836,-122.7933292
GEDS-83VU7U,Crown Palace Banquet Hall,12025 Nordel Way,Surrey,Restaurant,49.16237241,-122.8888952
A018956    ,Croydon Villa Food Service,2828 Croydon Dr,Surrey,Restaurant,49.05339555,-122.7931973
HCAR-AVKSJF,Crustos Pizza & Wings,8910 120 St,Surrey,Restaurant,49.16515223,-122.8900695
SHEN-A85RZ3,Crystal Ball Room/Crystal Banquet Hall,12888 80 Ave,Surrey,Restaurant,49.14799486,-122.8660483
HCAR-AZVMLX,Cuatro Coffee,9014 152 St,Surrey,Restaurant,49.16697429,-122.7992408
MARO-B2LMZC,Cuisine and Company,2643 128 St,Surrey,Restaurant,49.05053022,-122.867608
NDAA-9B2SJL,Cultures,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.8458478
SHEN-9ZGSYW,Cupcakes (Surrey),10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
SHEN-A7GVK6,Curry & Kabab Indian Cuisine,7500 120 St,Surrey,Restaurant,49.13913715,-122.8900684
SHEN-B32QUF,Curry Bistro,13448 108 Ave,Surrey,Restaurant,49.19874962,-122.8493594
NDAA-9H3PTE,Curry Indian Cuisine,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
GEDS-7ELNSQ,Czorny Alzheimer Centre - Main Kitchen,16850 66 Ave,Surrey,Restaurant,49.12241117,-122.7550866
A019953    ,D-Plus Pizza (152nd Ave),9547 152 St,Surrey,Restaurant,49.17590414,-122.8012833
MARO-AWUQ2U,D-Plus Pizza (192nd St),7228 192 St,Surrey,Restaurant,49.13415694,-122.6904718
GEDS-5Z5PM3,D-Plus Pizza (88th Ave),13588 88 Ave,Surrey,Restaurant,49.16252802,-122.8468646
SDFO-8ESVZE,D-Plus Pizza (Fraser Hwy),15933 Fraser Hwy,Surrey,Restaurant,49.15909621,-122.78079
ACAK-8UASYF,D-Plus Pizza (King George Blvd),10207 King George Blvd,Surrey,Restaurant,49.18799242,-122.8460614
GEDS-66RRQQ,Dad's Bistro,12411 King George Blvd,Surrey,Restaurant,49.20660045,-122.8779839
JDSO-ACANKX,Dad's Donair & Specialty Foods,15989 108 Ave,Surrey,Restaurant,49.19896015,-122.7792982
SPLH-9P7SUH,Dae-Ji,15940 Fraser Hwy,Surrey,Restaurant,49.15704507,-122.7809649
GEDS-7WDP3L,Dairy Queen #26978,14741 108 Ave,Surrey,Restaurant,49.19889005,-122.8138799
MARO-AZEUHB,Dairy Queen #27001,9436 King George Blvd,Surrey,Restaurant,49.17441007,-122.8455239
A017823    ,Dairy Queen #27109,7115 138 St,Surrey,Restaurant,49.1320397,-122.8391811
ACAK-8VATBP,Dairy Queen #27172,9110 152 St,Surrey,Restaurant,49.16855491,-122.8010679
GEDS-7BJQJ5,Dairy Queen #27173,2071 152 St,Surrey,Restaurant,49.03961998,-122.801451
GEDS-744NQ8,Dairy Queen #27268,17720 56 Ave,Surrey,Restaurant,49.10399592,-122.7318293
GEDS-7VRLJL,Dairy Queen #27348,5630 152 St,Surrey,Restaurant,49.10523388,-122.8004471
NDAA-9BHSZE,Dairy Queen Treat Centre Guildford,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
A017345    ,Danica's Bistro,1959 152 St,Surrey,Restaurant,49.03727504,-122.8014669
SHEN-AGNP8P,Darbar Sri Guru Granth Sahibji Surrey,8820 168 St,Surrey,Restaurant,49.16347571,-122.7563146
SWOD-9YXP6Z,Davids Tea (Morgan Crossing),15755 Croydon Dr,Surrey,Restaurant,49.04581558,-122.7829362
SWOD-AHBPCH,Dawood's Meat & Pizzaria,14620 64 Ave,Surrey,Restaurant,49.11892615,-122.8170991
SPLH-9KJPHF,De Dutch #10,2433 161A St,Surrey,Restaurant,49.04668069,-122.7753016
MARO-B23LQB,De Dutch #22 (Cloverdale),5630 176 St,Surrey,Restaurant,49.10466194,-122.7347579
A019941    ,De Dutch Pannekoek House #25,7310 120 St,Surrey,Restaurant,49.1357896,-122.8900083
LCAL-7FFQXD,De Dutch Pannekoek House (Fraser Hwy),15235 Fraser Hwy,Surrey,Restaurant,49.16586259,-122.8002822
GEDS-7KMPWY,Delicious Korean Chicken,19475 Fraser Hwy,Surrey,Restaurant,49.11542665,-122.6827788
A019364    ,Delitalia Fine Foods,1629 128 St,Surrey,Restaurant,49.03178116,-122.8677382
A020396    ,Dell Lanes,10576 King George Blvd,Surrey,Restaurant,49.1952329,-122.8449254
A019000    ,Delrios,1669 128 St,Surrey,Restaurant,49.03263244,-122.867801
A019749    ,Delta Pizza,12921 84 Ave,Surrey,Restaurant,49.15557656,-122.8645216
SHEN-AP5QBH,Denji Japanese Restaurant,6820 188 St,Surrey,Restaurant,49.1266045,-122.701433
NDAA-A9ZQH8,Denny's Restaurant #9300,6850 King George Blvd,Surrey,Restaurant,49.12727733,-122.8451699
MARO-B39UC5,Desh Punjab Sweets & Restaurant,12047 80 Ave,Surrey,Restaurant,49.14874447,-122.8887306
HCAR-ASQMHF,Desi Bites Restaurants,12877 80 Ave,Surrey,Restaurant,49.14842952,-122.8651435
DMIL-92PTGQ,Dhaliwal Bakery,12824 Anvil Way,Surrey,Restaurant,49.14451548,-122.8672605
GEDS-68RU3A,Dhaliwal Banquet Hall,8166 128 St,Surrey,Restaurant,49.15130553,-122.8673937
A019805    ,Dhaliwal Sweets Ltd,8430 128 St,Surrey,Restaurant,49.15584278,-122.8676984
A018261    ,Dhoom Restaurant & Bar,7938 128 St,Surrey,Restaurant,49.14687516,-122.8657707
SDFO-8MXQXX,Di Reggae Cafe,13593 King George Blvd,Surrey,Restaurant,49.19931401,-122.8455647
NDAA-9DNQLJ,Diamond Sweets & Restaurant,7228 192 St,Surrey,Restaurant,49.13415694,-122.6904718
SDFO-8G4L6D,Diamond Sweets and Restaurant,15933 Fraser Hwy,Surrey,Restaurant,49.15909621,-122.78079
SHEN-AZETAN,Ding Sushi,6351 152 St,Surrey,Restaurant,49.11798242,-122.8012761
SNOE-AE2SZG,Divine Delicacies,13483 78 Ave,Surrey,Restaurant,49.14465398,-122.8485004
HCAR-AW6UVW,Doma Sushi Restaurant,16033 108 Ave,Surrey,Restaurant,49.1989669,-122.7777544
NDAA-92MTDP,Domino's Pizza #10024,19475 Fraser Hwy,Surrey,Restaurant,49.11542665,-122.6827788
GEDS-6TSPYU,Domino's Pizza #10027,10346 Whalley Blvd,Surrey,Restaurant,49.19068709,-122.8417066
HCAR-ATHRE5,Domino's Pizza #10063,9450 120 St,Surrey,Restaurant,49.17459759,-122.8890045
GEDS-6E3SXC,Tobiko Sushi,15951 Fraser Hwy,Surrey,Restaurant,49.15815596,-122.7802487
SHEN-9YTQ9N,Tobiko Sushi,2711 192 St,Surrey,Restaurant,49.05150946,-122.6918208
KSMH-AWKPSL,Tofun Fusion Hot Pot,3189 King George Blvd,Surrey,Restaurant,49.05963853,-122.8116169
SWOD-A3HQFP,Tomato Shack Pizza,10322 Whalley Blvd,Surrey,Restaurant,49.19020269,-122.8417068
SHEN-A7GQGT,Tomu Sushi,9613 192 St,Surrey,Restaurant,49.17736128,-122.690718
MARO-B36VDN,Toor Sweets Ltd,12736 80 Ave,Surrey,Restaurant,49.14802998,-122.8697216
SHEN-ANSLB4,Top In Town Pizza,14330 64 Ave,Surrey,Restaurant,49.11851305,-122.825215
SDFO-8GPUJX,Top in Town Pizza,12788 76A Ave,Surrey,Restaurant,49.14218908,-122.8685586
SPLH-AZWSP7,Top In Town Pizza (Fraser Hwy),16016 Fraser Hwy,Surrey,Restaurant,49.1569315,-122.778281
GEDS-75FV9W,Top King's Chinese Restaurant and Cafe,10294 City Pky,Surrey,Restaurant,49.18970667,-122.8473983
SHEN-B23LJL,Top Quality Pizza,9540 120 St,Surrey,Restaurant,49.17633624,-122.889169
NDAA-93ES27,Townhall Public House South Surrey,3140 King George Blvd,Surrey,Restaurant,49.05918452,-122.8098986
SHEN-B23V6E,Townline Pizza,17767 64 Ave,Surrey,Restaurant,49.11898358,-122.7302435
GEDS-78Z28W,Toyota Cafe,15389 Guildford Dr,Surrey,Restaurant,49.19677339,-122.7950706
NDAA-9GYQWB,Training Day Cafe,8077 King George Blvd,Surrey,Restaurant,49.1494583,-122.8460133
GEDS-6E8STL,TREES,13479 76 Ave,Surrey,Restaurant,49.141013,-122.849007
HCAR-BCGTSR,Triple O's Burger Restaurant (Scott Rd),10388 Scott Rd,Surrey,Restaurant,49.19232357,-122.889553
NDAA-A7TQMD,Triple O's Burgers,14350 64 Ave,Surrey,Restaurant,49.11891915,-122.8246297
SWOD-A3YVCN,Turf Hotel 1967 Ltd.,12411 King George Blvd,Surrey,Restaurant,49.20660045,-122.8779839
ACAK-8VQTQF,Turf Hotel Lounge,12411 King George Blvd,Surrey,Restaurant,49.20660045,-122.8779839
A016687    ,Turkey House & Deli,1433 King George Blvd,Surrey,Restaurant,49.02808652,-122.7724311
HCAR-B5GN88,Tutti Frutti Frozen Yogurt,10231 King George Blvd,Surrey,Restaurant,49.18864766,-122.8456949
SHEN-AZMPT4,Tynehead Esso - Tim Hortons #6352,16815 96 Ave,Surrey,Restaurant,49.17726386,-122.7558604
HCAR-B7224Z,Udupi Palace Restaurant,13767 72 Ave,Surrey,Restaurant,49.13376303,-122.8398677
A018872    ,Ukrainian Orthodox Centre,13512 108 Ave,Surrey,Restaurant,49.19869626,-122.8475563
SHEN-ABJT3T,Ultimate Banquet Hall Ltd.,8072 120 St,Surrey,Restaurant,49.14988027,-122.8900491
SHEN-B5KSUZ,Umami Ramen,10302 City Pky,Surrey,Restaurant,49.18995809,-122.8473921
GEDS-7NJ23W,Umami Sushi,17725 64 Ave,Surrey,Restaurant,49.11896193,-122.7321395
SPLH-ASQPDH,Uncle Fatih's Pizza (City Parkway),10277 City Pky,Surrey,Restaurant,49.18955259,-122.8478886
HCAR-BANUBQ,UR Restaurant,14752 108A Ave,Surrey,Restaurant,49.19953305,-122.8137167
GEDS-69GNPL,Valley View Funeral Home,14660 72 Ave,Surrey,Restaurant,49.13357059,-122.8169317
SHEN-BCKQJK,Vancouver Veggi Pizza Ltd 2,8140 128 St,Surrey,Restaurant,49.15063342,-122.8673223
GEDS-6UMNVV,Vault Restaurant,5764 176 St,Surrey,Restaurant,49.10710947,-122.7347772
GEDS-68DU3X,Vedic Hindu Cultural Society,8321 140 St,Surrey,Restaurant,49.152945,-122.8349503
SHEN-B5KRFP,Vegan Pizza House,11267 125A St,Surrey,Restaurant,49.2073838,-122.8746878
GEDS-69MQ7C,Vege Garden Pizza & Coffee Shop,8383 128 St,Surrey,Restaurant,49.15512572,-122.8683298
SHEN-AP5SUE,Vegetarian Delite Bakery (Surrey),8078 128 St,Surrey,Restaurant,49.14934588,-122.8676637
NDAA-94NTVX,Veggie Hut Pizza & Pasta,7025 128 St,Surrey,Restaurant,49.13016942,-122.8681543
NDAA-8WPTK6,Venetis Pizza,9591 128 St,Surrey,Restaurant,49.17662407,-122.8682491
HCAR-AW722C,Veneto's Cakes & Pastries,7380 King George Blvd,Surrey,Restaurant,49.13673593,-122.8452107
ACAK-8XLNGA,Vera's Burger Shack (Brickyard),17449 56 Ave,Surrey,Restaurant,49.10436925,-122.7398766
HCAR-BCKQX9,Vera's Burger Shack (Fraser Hwy),18660 Fraser Hwy,Surrey,Restaurant,49.12517282,-122.7055044
SHEN-ABMTMD,Viet City Restaurant,14779 108 Ave,Surrey,Restaurant,49.19888905,-122.8132608
NDAA-99YMF5,Village Sushi,18690 Fraser Hwy,Surrey,Restaurant,49.12447159,-122.7040178
NDAA-9EFTEB,Vina,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
SDFO-8BWQEE,Vlassis Souvlaki & Greek Taverna,10028 King George Blvd,Surrey,Restaurant,49.18496531,-122.8449733
GEDS-7HQP4F,Wal-Mart #5853 - Deli/Bakery,2355 160 St,Surrey,Restaurant,49.04439297,-122.781432
SHEN-A7TNAC,Wal-mart Supercentre #1205 - Deli,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.8458478
SWOD-AQFTDZ,Wally Lucie and Sons,12171 Sullivan St,Surrey,Restaurant,49.05577435,-122.8847491
SPLH-AUXN5M,Warehouse Lunch and Catering,8625 130 St,Surrey,Restaurant,49.15988079,-122.8627483
JDSO-ACFM44,Waves Coffee House,10777 University Dr,Surrey,Restaurant,49.19836169,-122.8510966
NDAA-AN9QFX,Wendy's #12,15959 Fraser Hwy,Surrey,Restaurant,49.15824302,-122.7793008
NDAA-ANGQWK,Wendy's #19,3077 152 St,Surrey,Restaurant,49.05767913,-122.8021125
NDAA-AN9QXE,Wendy's #25,17911 56 Ave,Surrey,Restaurant,49.10441232,-122.7266979
NDAA-AN9NET,Wendy's #4,9412 120 St,Surrey,Restaurant,49.1740025,-122.8899128
NDAA-AN9PBZ,Wendy's #9,10125 152 St,Surrey,Restaurant,49.18646016,-122.8011709
SHEN-AJUUR2,West Village Cafe,5620 152 St,Surrey,Restaurant,49.10489636,-122.8006262
NDAA-9MCQ88,Westin Pizza,7182 120 St,Surrey,Restaurant,49.13365221,-122.8901193
A014563    ,Westminster House Food Service,1653 140 St,Surrey,Restaurant,49.03243638,-122.8363843
A019219    ,Whalley Ball Park Green Concession,13350 105A Ave,Surrey,Restaurant,49.19308605,-122.8526902
S003239    ,Whalley Little League Concession - Major Diamond,13350 105A Ave,Surrey,Restaurant,49.19308605,-122.8526902
A018869    ,Whalley Round-up Cafe,10449 King George Blvd,Surrey,Restaurant,49.19258975,-122.8456448
SPLH-ASQPK5,What The Pho,13655 72 Ave,Surrey,Restaurant,49.13373951,-122.8439165
NDAA-9PPT45,Domino's Pizza #10085,13391 72 Ave,Surrey,Restaurant,49.13381399,-122.8519117
NDAA-94NRF7,Domino's Pizza #10088,2389 King George Blvd,Surrey,Restaurant,49.04498218,-122.7943705
HCAR-AWLS36,Don Asian Kitchen,2181 160 St,Surrey,Restaurant,49.04158125,-122.7795636
SHEN-9YPQN6,Don Chepe's Restaurant,13780 104 Ave,Surrey,Restaurant,49.19140671,-122.8405099
SHEN-9SSP8G,Donair Affair,12080 Nordel Way,Surrey,Restaurant,49.16109806,-122.8886041
JDSO-AD4M9J,Donair Affair,14350 64 Ave,Surrey,Restaurant,49.11891915,-122.8246297
RORS-63QTKM,Donair Affair (Surrey),10786 148 St,Surrey,Restaurant,49.19809906,-122.8122565
NDAA-BC2QPR,Donair Hub,10277 City Parkway,Surrey,Restaurant,49.18955259,-122.8478886
SWOD-9XJUAY,Donegal's Pub,12054 96 Ave,Surrey,Restaurant,49.17699459,-122.8875909
GLAE-9WERHV,Doni Korean Restaurant,10592 King George Blvd,Surrey,Restaurant,49.19548888,-122.8441913
ACAK-96MQ4H,Dragon Lounge,17755 60 Ave,Surrey,Restaurant,49.11171557,-122.7296331
GEDS-69UQZB,Dragon Village Restaurant,5678 176 St,Surrey,Restaurant,49.10561084,-122.7347669
HCAR-BA6LWN,Dragon Wok,8140 128 St,Surrey,Restaurant,49.15063342,-122.8673223
NDAA-8WZLHY,Dragon's Chop Suey House,16055 Fraser Hwy,Surrey,Restaurant,49.1569391,-122.7771027
GEDS-6XLQY8,Dublin Crossing Irish Pub,18789 Fraser Hwy,Surrey,Restaurant,49.12428644,-122.7022581
A020308    ,Eagle Quest Golf Centers Creekside Grill,7778 152 St,Surrey,Restaurant,49.14390528,-122.8007223
A019772    ,Eagle Quest Golf Centers Main Banquet Kitchen,7778 152 St,Surrey,Restaurant,49.14390528,-122.8007223
A020375    ,Earl Marriott Secondary School Food Service,15751 16 Ave,Surrey,Restaurant,49.03126025,-122.785441
GEDS-6ACQMD,Earl's Guildford,10160 152 St,Surrey,Restaurant,49.18699498,-122.8005135
NDAA-9RPTJE,East West Fusion Kitchen,12043 88 Ave,Surrey,Restaurant,49.16338853,-122.8890859
NDAA-A9KPX4,Easy Grill,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
NDAA-95LSNV,Edith and Arthur Public House,8410 160 St,Surrey,Restaurant,49.1556693,-122.778587
NDAA-9QTQG2,Edo Japan,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
MARO-B3GPES,Ekam's Sundae Delight,7750 128 St,Surrey,Restaurant,49.14358109,-122.8676534
ACAK-96MPZY,Elements Casino - Diamond Buffet,17755 60 Ave,Surrey,Restaurant,49.11171557,-122.7296331
ACAK-96MPND,Elements Casino - Foodies,17755 60 Ave,Surrey,Restaurant,49.11171557,-122.7296331
A017781    ,Elements Casino - Homestretch,17755 60 Ave,Surrey,Restaurant,49.11171557,-122.7296331
ACAK-96MQ7L,Elements Casino - Main Kitchen,17755 60 Ave,Surrey,Restaurant,49.11171557,-122.7296331
NDAA-A6USGM,Elements Casino - Molson Canadian Lounge,17755 60 Ave,Surrey,Restaurant,49.11171557,-122.7296331
ACAK-96MPWQ,Elements Casino - Poker Room,17755 60 Ave,Surrey,Restaurant,49.11171557,-122.7296331
A018637    ,Elena's Country Kitchen,5630 176 St,Surrey,Restaurant,49.10466194,-122.7347579
PNEL-8QKM26,Elevation Fitness,15110 54A Ave,Surrey,Restaurant,49.10151119,-122.8027089
RORS-5UYPM9,Elgin Park Secondary School Cafeteria,13484 24 Ave,Surrey,Restaurant,49.04555246,-122.8485887
GEDS-6G2STZ,Elim Village - The Emerald Food Service,9080 158 St,Surrey,Restaurant,49.16792415,-122.7843443
SDFO-88VT2K,Elisabeth's Chalet Restaurant,17785 56 Ave,Surrey,Restaurant,49.1042963,-122.7298667
SHEN-AASVAD,Elvis Pizza,14916 104 Ave,Surrey,Restaurant,49.19133805,-122.8082472
A013790    ,Enver Creek Secondary School Cafeteria,14505 84 Ave,Surrey,Restaurant,49.15582818,-122.8202501
GEDS-6N4RWE,Espresso Cafe,7330 137 St,Surrey,Restaurant,49.13602606,-122.8425791
GEDS-7HXQ8S,Esquires Coffee House (Crescent Rd),12823 Crescent Rd,Surrey,Restaurant,49.05320652,-122.8669833
A020410    ,Esso Whalley - Tim Hortons,10416 King George Blvd,Surrey,Restaurant,49.19204825,-122.8450674
KSMH-AK2REG,Ethical Addiction,1558 128 St,Surrey,Restaurant,49.03060606,-122.8673623
A019867    ,Eurest Dining Services #63384,16705 Fraser Hwy,Surrey,Restaurant,49.14956759,-122.7580097
SHEN-APFPTJ,Everbean,15331 16 Ave,Surrey,Restaurant,49.03132543,-122.7986252
A018173    ,Evergreen Hamlets - Main Kitchen,8382 156 St,Surrey,Restaurant,49.15520885,-122.7898491
SHEN-AU9QAR,Fab Burgers,7320 137 St,Surrey,Restaurant,49.13598565,-122.8426796
NDAA-9HDSBY,Famoso Neapolitan,15865 Croydon Dr,Surrey,Restaurant,49.04587135,-122.7824594
SHEN-B5KUMV,Famoso Neapolitan Pizzeria,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
SHEN-A34Q6W,Fast Donair & Falafel,6820 188 St,Surrey,Restaurant,49.1266045,-122.701433
NDAA-9GA28R,Fatburger (Surrey),1750 152 St,Surrey,Restaurant,49.03414465,-122.8009727
HCAR-AUQP2U,Fatburger at Grandview Corner,16070 24 Ave,Surrey,Restaurant,49.04520078,-122.7773528
GEDS-6YDQLJ,Fieldstone Artisan Breads,12823 Crescent Rd,Surrey,Restaurant,49.05320652,-122.8669833
NDAA-8R8UMV,Fiji Canada Association,13629 108 Ave,Surrey,Restaurant,49.19896859,-122.8443615
HCAR-ASRQ6K,Fiona's Playdate Cafe,6820 188 St,Surrey,Restaurant,49.1266045,-122.701433
GEDS-7E5PJ5,Fish Net #1,12211 Beecher St,Surrey,Restaurant,49.0525937,-122.8836791
PLAE-7SQTAA,Five Corner Convenience,5989 168 St,Surrey,Restaurant,49.11117004,-122.7568384
SDFO-87TMCK,Five Guys Burgers & Fries,2245 160 St,Surrey,Restaurant,49.04289123,-122.7795525
A018410    ,Fleetwood Park Fastpitch Concession,15802 80 Ave,Surrey,Restaurant,49.14807967,-122.7831528
A016980    ,Fleetwood Park Secondary School,7940 156 St,Surrey,Restaurant,49.14718681,-122.789839
LCAL-64WQUJ,Fleetwood Place Food Service,16011 83rd Ave,Surrey,Restaurant,49.15378461,-122.7779885
SHEN-9SGNXL,Fleetwood Sushi Restaurant,15930 Fraser Hwy,Surrey,Restaurant,49.15706506,-122.7818799
GEDS-69UQBR,Fleetwood Triple O,15588 Fraser Hwy,Surrey,Restaurant,49.1617117,-122.7906313
GEDS-6DLT74,Fleetwood Villa Food Service,16028 83rd Ave,Surrey,Restaurant,49.15344194,-122.7780281
NDAA-9QCMD8,Flex Fitness Club,7130 120 St,Surrey,Restaurant,49.13256483,-122.8894631
MARO-B3GMTX,White Hart Pub & Grill,13588 88 Ave,Surrey,Restaurant,49.16252802,-122.8468646
GEDS-6Q4UFR,White Spot #629,10181 152 St,Surrey,Restaurant,49.18706468,-122.8013123
A019600    ,White Spot #633,1681 152 St,Surrey,Restaurant,49.03298204,-122.8016721
GEDS-6FYVJP,White Spot #658,13580 102 Ave,Surrey,Restaurant,49.18766811,-122.8459799
SDFO-8HCV64,White Spot (Morgan Crossing),15877 Croydon Dr,Surrey,Restaurant,49.04615548,-122.7824574
NDAA-9DGPS6,Whitecliff Residence Foods Services,15501 16 Ave,Surrey,Restaurant,49.03127682,-122.7930744
ACAK-97GPH7,Wild Wing,7322 King George Blvd,Surrey,Restaurant,49.1353508,-122.8451582
A020459    ,Wings Tap And Grill,7124 King George Blvd,Surrey,Restaurant,49.13216781,-122.8450365
SDFO-8G3PVK,Wired Monk Coffee Bistro (60th Ave),16811 60 Ave,Surrey,Restaurant,49.1116968,-122.7563213
GEDS-7SDM3H,Wok Box (Grandview Corners),2285 160 St,Surrey,Restaurant,49.04321227,-122.780068
HCAR-AVPVC2,Woo Korean BBQ,16070 24 Ave,Surrey,Restaurant,49.04520078,-122.7773528
SHEN-AP5Q5S,World Famous Chicken World,12842 96 Ave,Surrey,Restaurant,49.17696476,-122.8665504
SHEN-AZ7NZN,World Famous Chicken World (72nd Ave),13775 72 Ave,Surrey,Restaurant,49.13379072,-122.839071
SHEN-9X3LYQ,WRSSBA (White Rock South Surrey Baseball Association) Concessio,14600 20 Ave,Surrey,Restaurant,49.03803115,-122.8159228
HCAR-B3ARDF,Wuyang Kitchen,18640 Fraser Hwy,Surrey,Restaurant,49.12546293,-122.7060946
GEDS-78BTNS,X-Fuel Nutrition Inc,7635 King George Blvd,Surrey,Restaurant,49.14164135,-122.8459608
SWOD-AG7UK4,Yakko Sushi,19537 Fraser Hwy,Surrey,Restaurant,49.11499575,-122.6816778
SPLH-ASUT3X,Yamako Japanese Restaurant,15355 24 Ave,Surrey,Restaurant,49.04583671,-122.7975044
GEDS-7GZU35,YL's Curry Bowl,15277 100 Ave,Surrey,Restaurant,49.1844401,-122.7987902
SHEN-AKQP9B,Yogen Fruz (Guildford),10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
SPLH-9P8Q6K,Yoko Sushi & Noodle House,16013 Fraser Hwy,Surrey,Restaurant,49.15736772,-122.7783142
